polarity	name	chemical formula	neutral mass	rt (min)	protocol	file	group	area	height	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140714 Neg M94 Rep1 Isolate_15.mzML	M94_I15	8039.715	660.493	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140714 Neg M94 Rep2 Isolate_15.mzML	M94_I15	6112.743	476.491	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140714 Neg M94 Rep3 Isolate_15.mzML	M94_I15	5124.234	457.777	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140714 Neg M94 Rep1 Isolate_16.mzML	M94_I16	5629.641	374.046	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140714 Neg M94 Rep2 Isolate_16.mzML	M94_I16	6391.145	394.324	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140714 Neg M94 Rep3 Isolate_16.mzML	M94_I16	3985.424	349.48	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140721 M9C  Neg Ext Blank_2.mzML	M9C_bla	1266.659	252.002	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140721 M9C  Neg Ext Blank_3.mzML	M9C_bla	2320.672	292.583	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140721 M9C  Neg Ext Blank_1.mzML	M9C_bla	6589.809	519.616	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140721 M9C  Neg Rep1 Control.mzML	M9C_ctr	15310.932	812.372	
neg	(pyruvate)	C3H4O3	88.01604399	15.05	WoM	140721 M9C  Neg Rep2 Control.mzML	M9C_ctr	6198.131	432.534	
