	rt (min)		(+)	(-)	neutral mass	formula	name		area	polarity	group	group
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	Min_C_3		both	Min_C	Min_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	Min_C_4		both	Min_C	Min_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	Min_S_1		both	Min_S	Min_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	Min_S_2		both	Min_S	Min_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	Min_S_3		both	Min_S	Min_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	Min_S_4		both	Min_S	Min_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_C_1		both	MEBM_C	MEBM_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_C_2		both	MEBM_C	MEBM_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_C_3		both	MEBM_C	MEBM_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_C_4		both	MEBM_C	MEBM_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_S_1		both	MEBM_S	MEBM_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_S_2		both	MEBM_S	MEBM_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_S_3		both	MEBM_S	MEBM_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	MEBM_S_4		both	MEBM_S	MEBM_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_C_1	143393	both	YE_C	YE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_C_2	84227	both	YE_C	YE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_C_3	135979	both	YE_C	YE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_C_4	123396	both	YE_C	YE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_S_1	3309	both	YE_S	YE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_S_2	3385	both	YE_S	YE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_S_3	3442	both	YE_S	YE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	YE_S_4	1307	both	YE_S	YE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_C_1		both	SE_C	SE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_C_2		both	SE_C	SE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_C_3		both	SE_C	SE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_C_4		both	SE_C	SE_Ctr
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_S_1		both	SE_S	SE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_S_2		both	SE_S	SE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_S_3		both	SE_S	SE_Syn
65	12.71	0.12	175.0871	173.0724	174.0798	C10H10N2O	(Indole-3-acetamide)	SE_S_4		both	SE_S	SE_Syn
66	12.78	0.34	208.0303					Min_C_1	1468	pos	Min_C	Min_Ctr
66	12.78	0.34	208.0303					Min_C_2	1367	pos	Min_C	Min_Ctr
66	12.78	0.34	208.0303					Min_C_3	101	pos	Min_C	Min_Ctr
66	12.78	0.34	208.0303					Min_C_4	685	pos	Min_C	Min_Ctr
66	12.78	0.34	208.0303					Min_S_1	41226	pos	Min_S	Min_Syn
66	12.78	0.34	208.0303					Min_S_2	24131	pos	Min_S	Min_Syn
66	12.78	0.34	208.0303					Min_S_3	46389	pos	Min_S	Min_Syn
66	12.78	0.34	208.0303					Min_S_4	7952	pos	Min_S	Min_Syn
66	12.78	0.34	208.0303					MEBM_C_1	382	pos	MEBM_C	MEBM_Ctr
66	12.78	0.34	208.0303					MEBM_C_2	370	pos	MEBM_C	MEBM_Ctr
66	12.78	0.34	208.0303					MEBM_C_3	249	pos	MEBM_C	MEBM_Ctr
66	12.78	0.34	208.0303					MEBM_C_4	925	pos	MEBM_C	MEBM_Ctr
66	12.78	0.34	208.0303					MEBM_S_1	19492	pos	MEBM_S	MEBM_Syn
66	12.78	0.34	208.0303					MEBM_S_2	18610	pos	MEBM_S	MEBM_Syn
66	12.78	0.34	208.0303					MEBM_S_3	28257	pos	MEBM_S	MEBM_Syn
66	12.78	0.34	208.0303					MEBM_S_4	44687	pos	MEBM_S	MEBM_Syn
66	12.78	0.34	208.0303					YE_C_1	18496	pos	YE_C	YE_Ctr
66	12.78	0.34	208.0303					YE_C_2	17820	pos	YE_C	YE_Ctr
66	12.78	0.34	208.0303					YE_C_3	19173	pos	YE_C	YE_Ctr
66	12.78	0.34	208.0303					YE_C_4	17340	pos	YE_C	YE_Ctr
66	12.78	0.34	208.0303					YE_S_1	64758	pos	YE_S	YE_Syn
66	12.78	0.34	208.0303					YE_S_2	60631	pos	YE_S	YE_Syn
66	12.78	0.34	208.0303					YE_S_3	70471	pos	YE_S	YE_Syn
66	12.78	0.34	208.0303					YE_S_4	26207	pos	YE_S	YE_Syn
66	12.78	0.34	208.0303					SE_C_1	10437	pos	SE_C	SE_Ctr
66	12.78	0.34	208.0303					SE_C_2	6179	pos	SE_C	SE_Ctr
66	12.78	0.34	208.0303					SE_C_3	7529	pos	SE_C	SE_Ctr
66	12.78	0.34	208.0303					SE_C_4	6080	pos	SE_C	SE_Ctr
66	12.78	0.34	208.0303					SE_S_1	70233	pos	SE_S	SE_Syn
66	12.78	0.34	208.0303					SE_S_2	68784	pos	SE_S	SE_Syn
66	12.78	0.34	208.0303					SE_S_3	41658	pos	SE_S	SE_Syn
66	12.78	0.34	208.0303					SE_S_4	48302	pos	SE_S	SE_Syn
67	13	0.09	158.1542					Min_C_1	20856	pos	Min_C	Min_Ctr
67	13	0.09	158.1542					Min_C_2	79239	pos	Min_C	Min_Ctr
67	13	0.09	158.1542					Min_C_3	29766	pos	Min_C	Min_Ctr
67	13	0.09	158.1542					Min_C_4	34053	pos	Min_C	Min_Ctr
67	13	0.09	158.1542					Min_S_1	54497	pos	Min_S	Min_Syn
67	13	0.09	158.1542					Min_S_2	49771	pos	Min_S	Min_Syn
67	13	0.09	158.1542					Min_S_3	43758	pos	Min_S	Min_Syn
67	13	0.09	158.1542					Min_S_4	23118	pos	Min_S	Min_Syn
67	13	0.09	158.1542					MEBM_C_1	37481	pos	MEBM_C	MEBM_Ctr
67	13	0.09	158.1542					MEBM_C_2	48413	pos	MEBM_C	MEBM_Ctr
67	13	0.09	158.1542					MEBM_C_3	23970	pos	MEBM_C	MEBM_Ctr
67	13	0.09	158.1542					MEBM_C_4	42219	pos	MEBM_C	MEBM_Ctr
67	13	0.09	158.1542					MEBM_S_1	52506	pos	MEBM_S	MEBM_Syn
67	13	0.09	158.1542					MEBM_S_2	34057	pos	MEBM_S	MEBM_Syn
67	13	0.09	158.1542					MEBM_S_3	49190	pos	MEBM_S	MEBM_Syn
67	13	0.09	158.1542					MEBM_S_4	49971	pos	MEBM_S	MEBM_Syn
67	13	0.09	158.1542					YE_C_1	41865	pos	YE_C	YE_Ctr
67	13	0.09	158.1542					YE_C_2	61340	pos	YE_C	YE_Ctr
67	13	0.09	158.1542					YE_C_3	43650	pos	YE_C	YE_Ctr
67	13	0.09	158.1542					YE_C_4	62364	pos	YE_C	YE_Ctr
67	13	0.09	158.1542					YE_S_1	34350	pos	YE_S	YE_Syn
67	13	0.09	158.1542					YE_S_2	33360	pos	YE_S	YE_Syn
67	13	0.09	158.1542					YE_S_3	51286	pos	YE_S	YE_Syn
67	13	0.09	158.1542					YE_S_4	38313	pos	YE_S	YE_Syn
67	13	0.09	158.1542					SE_C_1	92560	pos	SE_C	SE_Ctr
67	13	0.09	158.1542					SE_C_2	90456	pos	SE_C	SE_Ctr
67	13	0.09	158.1542					SE_C_3	52991	pos	SE_C	SE_Ctr
67	13	0.09	158.1542					SE_C_4	75639	pos	SE_C	SE_Ctr
67	13	0.09	158.1542					SE_S_1	103231	pos	SE_S	SE_Syn
67	13	0.09	158.1542					SE_S_2	90431	pos	SE_S	SE_Syn
67	13	0.09	158.1542					SE_S_3	120943	pos	SE_S	SE_Syn
67	13	0.09	158.1542					SE_S_4	109302	pos	SE_S	SE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_C_1	0	pos	Min_C	Min_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_C_2	0	pos	Min_C	Min_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_C_3	0	pos	Min_C	Min_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_C_4	0	pos	Min_C	Min_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_S_1	17826	pos	Min_S	Min_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_S_2	16371	pos	Min_S	Min_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_S_3	24571	pos	Min_S	Min_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	Min_S_4	21480	pos	Min_S	Min_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_C_1	0	pos	MEBM_C	MEBM_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_C_2	0	pos	MEBM_C	MEBM_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_C_3	305	pos	MEBM_C	MEBM_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_C_4	0	pos	MEBM_C	MEBM_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_S_1	2971	pos	MEBM_S	MEBM_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_S_2	2417	pos	MEBM_S	MEBM_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_S_3	1630	pos	MEBM_S	MEBM_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	MEBM_S_4	2378	pos	MEBM_S	MEBM_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_C_1	110	pos	YE_C	YE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_C_2	225	pos	YE_C	YE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_C_3	526	pos	YE_C	YE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_C_4	452	pos	YE_C	YE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_S_1	5224	pos	YE_S	YE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_S_2	3306	pos	YE_S	YE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_S_3	5032	pos	YE_S	YE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	YE_S_4	5251	pos	YE_S	YE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_C_1	11761	pos	SE_C	SE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_C_2	10382	pos	SE_C	SE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_C_3	8626	pos	SE_C	SE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_C_4	8765	pos	SE_C	SE_Ctr
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_S_1	32753	pos	SE_S	SE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_S_2	25664	pos	SE_S	SE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_S_3	33162	pos	SE_S	SE_Syn
68	13.12	0.13	180.102		179.0947	C10H13NO2	((Methyl or Homo)phenylalanine)	SE_S_4	25562	pos	SE_S	SE_Syn
69	12.84	0.17		674.4861				Min_C_1	0	neg	Min_C	Min_Ctr
69	12.84	0.17		674.4861				Min_C_2	0	neg	Min_C	Min_Ctr
69	12.84	0.17		674.4861				Min_C_3	0	neg	Min_C	Min_Ctr
69	12.84	0.17		674.4861				Min_C_4	0	neg	Min_C	Min_Ctr
69	12.84	0.17		674.4861				Min_S_1	18805	neg	Min_S	Min_Syn
69	12.84	0.17		674.4861				Min_S_2	597	neg	Min_S	Min_Syn
69	12.84	0.17		674.4861				Min_S_3	2393	neg	Min_S	Min_Syn
69	12.84	0.17		674.4861				Min_S_4	1244	neg	Min_S	Min_Syn
69	12.84	0.17		674.4861				MEBM_C_1	113	neg	MEBM_C	MEBM_Ctr
69	12.84	0.17		674.4861				MEBM_C_2	0	neg	MEBM_C	MEBM_Ctr
69	12.84	0.17		674.4861				MEBM_C_3	266	neg	MEBM_C	MEBM_Ctr
69	12.84	0.17		674.4861				MEBM_C_4	269	neg	MEBM_C	MEBM_Ctr
69	12.84	0.17		674.4861				MEBM_S_1	19223	neg	MEBM_S	MEBM_Syn
69	12.84	0.17		674.4861				MEBM_S_2	27949	neg	MEBM_S	MEBM_Syn
69	12.84	0.17		674.4861				MEBM_S_3	16296	neg	MEBM_S	MEBM_Syn
69	12.84	0.17		674.4861				MEBM_S_4	10018	neg	MEBM_S	MEBM_Syn
69	12.84	0.17		674.4861				YE_C_1	0	neg	YE_C	YE_Ctr
69	12.84	0.17		674.4861				YE_C_2	122	neg	YE_C	YE_Ctr
69	12.84	0.17		674.4861				YE_C_3	0	neg	YE_C	YE_Ctr
69	12.84	0.17		674.4861				YE_C_4	102	neg	YE_C	YE_Ctr
69	12.84	0.17		674.4861				YE_S_1	8774	neg	YE_S	YE_Syn
69	12.84	0.17		674.4861				YE_S_2	5555	neg	YE_S	YE_Syn
69	12.84	0.17		674.4861				YE_S_3	10137	neg	YE_S	YE_Syn
69	12.84	0.17		674.4861				YE_S_4	14621	neg	YE_S	YE_Syn
69	12.84	0.17		674.4861				SE_C_1	73221	neg	SE_C	SE_Ctr
69	12.84	0.17		674.4861				SE_C_2	40709	neg	SE_C	SE_Ctr
69	12.84	0.17		674.4861				SE_C_3	64656	neg	SE_C	SE_Ctr
69	12.84	0.17		674.4861				SE_C_4	67477	neg	SE_C	SE_Ctr
69	12.84	0.17		674.4861				SE_S_1	1299	neg	SE_S	SE_Syn
69	12.84	0.17		674.4861				SE_S_2	3838	neg	SE_S	SE_Syn
69	12.84	0.17		674.4861				SE_S_3	247	neg	SE_S	SE_Syn
69	12.84	0.17		674.4861				SE_S_4	842	neg	SE_S	SE_Syn
70	13.46	0.04	137.0413	330.0681				Min_C_1		both	Min_C	Min_Ctr
70	13.46	0.04	137.0413	330.0681				Min_C_2		both	Min_C	Min_Ctr
70	13.46	0.04	137.0413	330.0681				Min_C_3		both	Min_C	Min_Ctr
70	13.46	0.04	137.0413	330.0681				Min_C_4		both	Min_C	Min_Ctr
70	13.46	0.04	137.0413	330.0681				Min_S_1		both	Min_S	Min_Syn
70	13.46	0.04	137.0413	330.0681				Min_S_2		both	Min_S	Min_Syn
70	13.46	0.04	137.0413	330.0681				Min_S_3		both	Min_S	Min_Syn
70	13.46	0.04	137.0413	330.0681				Min_S_4		both	Min_S	Min_Syn
70	13.46	0.04	137.0413	330.0681				MEBM_C_1		both	MEBM_C	MEBM_Ctr
70	13.46	0.04	137.0413	330.0681				MEBM_C_2		both	MEBM_C	MEBM_Ctr
70	13.46	0.04	137.0413	330.0681				MEBM_C_3		both	MEBM_C	MEBM_Ctr
70	13.46	0.04	137.0413	330.0681				MEBM_C_4		both	MEBM_C	MEBM_Ctr
70	13.46	0.04	137.0413	330.0681				MEBM_S_1		both	MEBM_S	MEBM_Syn
70	13.46	0.04	137.0413	330.0681				MEBM_S_2		both	MEBM_S	MEBM_Syn
70	13.46	0.04	137.0413	330.0681				MEBM_S_3		both	MEBM_S	MEBM_Syn
70	13.46	0.04	137.0413	330.0681				MEBM_S_4		both	MEBM_S	MEBM_Syn
70	13.46	0.04	137.0413	330.0681				YE_C_1	20272	both	YE_C	YE_Ctr
70	13.46	0.04	137.0413	330.0681				YE_C_2	16505	both	YE_C	YE_Ctr
70	13.46	0.04	137.0413	330.0681				YE_C_3	16348	both	YE_C	YE_Ctr
70	13.46	0.04	137.0413	330.0681				YE_C_4	21687	both	YE_C	YE_Ctr
70	13.46	0.04	137.0413	330.0681				YE_S_1	25475	both	YE_S	YE_Syn
70	13.46	0.04	137.0413	330.0681				YE_S_2	15632	both	YE_S	YE_Syn
70	13.46	0.04	137.0413	330.0681				YE_S_3	21673	both	YE_S	YE_Syn
70	13.46	0.04	137.0413	330.0681				YE_S_4	30224	both	YE_S	YE_Syn
70	13.46	0.04	137.0413	330.0681				SE_C_1		both	SE_C	SE_Ctr
70	13.46	0.04	137.0413	330.0681				SE_C_2		both	SE_C	SE_Ctr
70	13.46	0.04	137.0413	330.0681				SE_C_3		both	SE_C	SE_Ctr
70	13.46	0.04	137.0413	330.0681				SE_C_4		both	SE_C	SE_Ctr
70	13.46	0.04	137.0413	330.0681				SE_S_1		both	SE_S	SE_Syn
70	13.46	0.04	137.0413	330.0681				SE_S_2		both	SE_S	SE_Syn
70	13.46	0.04	137.0413	330.0681				SE_S_3		both	SE_S	SE_Syn
70	13.46	0.04	137.0413	330.0681				SE_S_4		both	SE_S	SE_Syn
71	12.97	0.07	342.2365					Min_C_1		pos	Min_C	Min_Ctr
71	12.97	0.07	342.2365					Min_C_2		pos	Min_C	Min_Ctr
71	12.97	0.07	342.2365					Min_C_3		pos	Min_C	Min_Ctr
71	12.97	0.07	342.2365					Min_C_4		pos	Min_C	Min_Ctr
71	12.97	0.07	342.2365					Min_S_1		pos	Min_S	Min_Syn
71	12.97	0.07	342.2365					Min_S_2		pos	Min_S	Min_Syn
71	12.97	0.07	342.2365					Min_S_3		pos	Min_S	Min_Syn
71	12.97	0.07	342.2365					Min_S_4		pos	Min_S	Min_Syn
71	12.97	0.07	342.2365					MEBM_C_1		pos	MEBM_C	MEBM_Ctr
71	12.97	0.07	342.2365					MEBM_C_2		pos	MEBM_C	MEBM_Ctr
71	12.97	0.07	342.2365					MEBM_C_3		pos	MEBM_C	MEBM_Ctr
71	12.97	0.07	342.2365					MEBM_C_4		pos	MEBM_C	MEBM_Ctr
71	12.97	0.07	342.2365					MEBM_S_1		pos	MEBM_S	MEBM_Syn
71	12.97	0.07	342.2365					MEBM_S_2		pos	MEBM_S	MEBM_Syn
71	12.97	0.07	342.2365					MEBM_S_3		pos	MEBM_S	MEBM_Syn
71	12.97	0.07	342.2365					MEBM_S_4		pos	MEBM_S	MEBM_Syn
71	12.97	0.07	342.2365					YE_C_1	80940	pos	YE_C	YE_Ctr
71	12.97	0.07	342.2365					YE_C_2	71461	pos	YE_C	YE_Ctr
71	12.97	0.07	342.2365					YE_C_3	72732	pos	YE_C	YE_Ctr
71	12.97	0.07	342.2365					YE_C_4	82747	pos	YE_C	YE_Ctr
71	12.97	0.07	342.2365					YE_S_1	62371	pos	YE_S	YE_Syn
71	12.97	0.07	342.2365					YE_S_2	55906	pos	YE_S	YE_Syn
71	12.97	0.07	342.2365					YE_S_3	62187	pos	YE_S	YE_Syn
71	12.97	0.07	342.2365					YE_S_4	79545	pos	YE_S	YE_Syn
71	12.97	0.07	342.2365					SE_C_1		pos	SE_C	SE_Ctr
71	12.97	0.07	342.2365					SE_C_2		pos	SE_C	SE_Ctr
71	12.97	0.07	342.2365					SE_C_3		pos	SE_C	SE_Ctr
71	12.97	0.07	342.2365					SE_C_4		pos	SE_C	SE_Ctr
71	12.97	0.07	342.2365					SE_S_1		pos	SE_S	SE_Syn
71	12.97	0.07	342.2365					SE_S_2		pos	SE_S	SE_Syn
71	12.97	0.07	342.2365					SE_S_3		pos	SE_S	SE_Syn
71	12.97	0.07	342.2365					SE_S_4		pos	SE_S	SE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_C_1		pos	Min_C	Min_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_C_2		pos	Min_C	Min_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_C_3		pos	Min_C	Min_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_C_4		pos	Min_C	Min_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_S_1		pos	Min_S	Min_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_S_2		pos	Min_S	Min_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_S_3		pos	Min_S	Min_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	Min_S_4		pos	Min_S	Min_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_C_1		pos	MEBM_C	MEBM_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_C_2		pos	MEBM_C	MEBM_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_C_3		pos	MEBM_C	MEBM_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_C_4		pos	MEBM_C	MEBM_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_S_1		pos	MEBM_S	MEBM_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_S_2		pos	MEBM_S	MEBM_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_S_3		pos	MEBM_S	MEBM_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	MEBM_S_4		pos	MEBM_S	MEBM_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_C_1	59326	pos	YE_C	YE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_C_2	72516	pos	YE_C	YE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_C_3	82182	pos	YE_C	YE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_C_4	65931	pos	YE_C	YE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_S_1	58604	pos	YE_S	YE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_S_2	57378	pos	YE_S	YE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_S_3	65476	pos	YE_S	YE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	YE_S_4	49273	pos	YE_S	YE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_C_1		pos	SE_C	SE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_C_2		pos	SE_C	SE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_C_3		pos	SE_C	SE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_C_4		pos	SE_C	SE_Ctr
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_S_1		pos	SE_S	SE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_S_2		pos	SE_S	SE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_S_3		pos	SE_S	SE_Syn
72	13.54	0.03	121.0513		120.044	C5H4N4	(Purine)	SE_S_4		pos	SE_S	SE_Syn
73	13.55	0.16	614.2615	612.2477				Min_C_1	0	both	Min_C	Min_Ctr
73	13.55	0.16	614.2615	612.2477				Min_C_2	0	both	Min_C	Min_Ctr
73	13.55	0.16	614.2615	612.2477				Min_C_3	107	both	Min_C	Min_Ctr
73	13.55	0.16	614.2615	612.2477				Min_C_4	0	both	Min_C	Min_Ctr
73	13.55	0.16	614.2615	612.2477				Min_S_1	54259	both	Min_S	Min_Syn
73	13.55	0.16	614.2615	612.2477				Min_S_2	90806	both	Min_S	Min_Syn
73	13.55	0.16	614.2615	612.2477				Min_S_3	101382	both	Min_S	Min_Syn
73	13.55	0.16	614.2615	612.2477				Min_S_4	82793	both	Min_S	Min_Syn
73	13.55	0.16	614.2615	612.2477				MEBM_C_1		both	MEBM_C	MEBM_Ctr
73	13.55	0.16	614.2615	612.2477				MEBM_C_2		both	MEBM_C	MEBM_Ctr
73	13.55	0.16	614.2615	612.2477				MEBM_C_3		both	MEBM_C	MEBM_Ctr
73	13.55	0.16	614.2615	612.2477				MEBM_C_4		both	MEBM_C	MEBM_Ctr
73	13.55	0.16	614.2615	612.2477				MEBM_S_1		both	MEBM_S	MEBM_Syn
73	13.55	0.16	614.2615	612.2477				MEBM_S_2		both	MEBM_S	MEBM_Syn
73	13.55	0.16	614.2615	612.2477				MEBM_S_3		both	MEBM_S	MEBM_Syn
73	13.55	0.16	614.2615	612.2477				MEBM_S_4		both	MEBM_S	MEBM_Syn
73	13.55	0.16	614.2615	612.2477				YE_C_1		both	YE_C	YE_Ctr
73	13.55	0.16	614.2615	612.2477				YE_C_2		both	YE_C	YE_Ctr
73	13.55	0.16	614.2615	612.2477				YE_C_3		both	YE_C	YE_Ctr
73	13.55	0.16	614.2615	612.2477				YE_C_4		both	YE_C	YE_Ctr
73	13.55	0.16	614.2615	612.2477				YE_S_1		both	YE_S	YE_Syn
73	13.55	0.16	614.2615	612.2477				YE_S_2		both	YE_S	YE_Syn
73	13.55	0.16	614.2615	612.2477				YE_S_3		both	YE_S	YE_Syn
73	13.55	0.16	614.2615	612.2477				YE_S_4		both	YE_S	YE_Syn
73	13.55	0.16	614.2615	612.2477				SE_C_1	15807	both	SE_C	SE_Ctr
