	rt (min)		(+)	(-)	neutral mass	formula	name		area	polarity	group	group
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_C_2	39411	neg	YE_C	YE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_C_3	36887	neg	YE_C	YE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_C_4	55325	neg	YE_C	YE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_S_1	36290	neg	YE_S	YE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_S_2	31557	neg	YE_S	YE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_S_3	29080	neg	YE_S	YE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	YE_S_4	64171	neg	YE_S	YE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_C_1		neg	SE_C	SE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_C_2		neg	SE_C	SE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_C_3		neg	SE_C	SE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_C_4		neg	SE_C	SE_Ctr
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_S_1		neg	SE_S	SE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_S_2		neg	SE_S	SE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_S_3		neg	SE_S	SE_Syn
120	17.08	0.03		221.0935	222.1008	C11H14N2O3	Gly-Phe	SE_S_4		neg	SE_S	SE_Syn
121	17.18	0.05	200.0767					Min_C_1	1566	pos	Min_C	Min_Ctr
121	17.18	0.05	200.0767					Min_C_2	1082	pos	Min_C	Min_Ctr
121	17.18	0.05	200.0767					Min_C_3	2584	pos	Min_C	Min_Ctr
121	17.18	0.05	200.0767					Min_C_4	1256	pos	Min_C	Min_Ctr
121	17.18	0.05	200.0767					Min_S_1	19387	pos	Min_S	Min_Syn
121	17.18	0.05	200.0767					Min_S_2	20513	pos	Min_S	Min_Syn
121	17.18	0.05	200.0767					Min_S_3	25547	pos	Min_S	Min_Syn
121	17.18	0.05	200.0767					Min_S_4	8367	pos	Min_S	Min_Syn
121	17.18	0.05	200.0767					MEBM_C_1	342874	pos	MEBM_C	MEBM_Ctr
121	17.18	0.05	200.0767					MEBM_C_2	315594	pos	MEBM_C	MEBM_Ctr
121	17.18	0.05	200.0767					MEBM_C_3	293816	pos	MEBM_C	MEBM_Ctr
121	17.18	0.05	200.0767					MEBM_C_4	352346	pos	MEBM_C	MEBM_Ctr
121	17.18	0.05	200.0767					MEBM_S_1	321153	pos	MEBM_S	MEBM_Syn
121	17.18	0.05	200.0767					MEBM_S_2	183857	pos	MEBM_S	MEBM_Syn
121	17.18	0.05	200.0767					MEBM_S_3	295628	pos	MEBM_S	MEBM_Syn
121	17.18	0.05	200.0767					MEBM_S_4	320083	pos	MEBM_S	MEBM_Syn
121	17.18	0.05	200.0767					YE_C_1	1199671	pos	YE_C	YE_Ctr
121	17.18	0.05	200.0767					YE_C_2	1237455	pos	YE_C	YE_Ctr
121	17.18	0.05	200.0767					YE_C_3	1369151	pos	YE_C	YE_Ctr
121	17.18	0.05	200.0767					YE_C_4	1393004	pos	YE_C	YE_Ctr
121	17.18	0.05	200.0767					YE_S_1	1055980	pos	YE_S	YE_Syn
121	17.18	0.05	200.0767					YE_S_2	1042341	pos	YE_S	YE_Syn
121	17.18	0.05	200.0767					YE_S_3	1078649	pos	YE_S	YE_Syn
121	17.18	0.05	200.0767					YE_S_4	611796	pos	YE_S	YE_Syn
121	17.18	0.05	200.0767					SE_C_1	6698	pos	SE_C	SE_Ctr
121	17.18	0.05	200.0767					SE_C_2	6369	pos	SE_C	SE_Ctr
121	17.18	0.05	200.0767					SE_C_3	6609	pos	SE_C	SE_Ctr
121	17.18	0.05	200.0767					SE_C_4	7886	pos	SE_C	SE_Ctr
121	17.18	0.05	200.0767					SE_S_1	133566	pos	SE_S	SE_Syn
121	17.18	0.05	200.0767					SE_S_2	130241	pos	SE_S	SE_Syn
121	17.18	0.05	200.0767					SE_S_3	69060	pos	SE_S	SE_Syn
121	17.18	0.05	200.0767					SE_S_4	98595	pos	SE_S	SE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_C_1	0	both	Min_C	Min_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_C_2	117	both	Min_C	Min_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_C_3	252	both	Min_C	Min_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_C_4	1148	both	Min_C	Min_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_S_1	12146	both	Min_S	Min_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_S_2	11043	both	Min_S	Min_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_S_3	16294	both	Min_S	Min_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	Min_S_4	18570	both	Min_S	Min_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_C_1	291154	both	MEBM_C	MEBM_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_C_2	234710	both	MEBM_C	MEBM_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_C_3	253748	both	MEBM_C	MEBM_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_C_4	227751	both	MEBM_C	MEBM_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_S_1	205097	both	MEBM_S	MEBM_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_S_2	328013	both	MEBM_S	MEBM_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_S_3	293178	both	MEBM_S	MEBM_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	MEBM_S_4	241904	both	MEBM_S	MEBM_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_C_1	2188035	both	YE_C	YE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_C_2	1869207	both	YE_C	YE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_C_3	2168670	both	YE_C	YE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_C_4	3114202	both	YE_C	YE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_S_1	2097328	both	YE_S	YE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_S_2	1815419	both	YE_S	YE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_S_3	1559408	both	YE_S	YE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	YE_S_4	2578553	both	YE_S	YE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_C_1	2905	both	SE_C	SE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_C_2	3639	both	SE_C	SE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_C_3	3610	both	SE_C	SE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_C_4	4464	both	SE_C	SE_Ctr
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_S_1	133439	both	SE_S	SE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_S_2	104443	both	SE_S	SE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_S_3	83166	both	SE_S	SE_Syn
122	17.21	0.09	118.0868	116.0716	117.0792	C5H11NO2	Valine	SE_S_4	87937	both	SE_S	SE_Syn
123	17.39	0.11	217.0932					Min_C_1		pos	Min_C	Min_Ctr
123	17.39	0.11	217.0932					Min_C_2		pos	Min_C	Min_Ctr
123	17.39	0.11	217.0932					Min_C_3		pos	Min_C	Min_Ctr
123	17.39	0.11	217.0932					Min_C_4		pos	Min_C	Min_Ctr
123	17.39	0.11	217.0932					Min_S_1		pos	Min_S	Min_Syn
123	17.39	0.11	217.0932					Min_S_2		pos	Min_S	Min_Syn
123	17.39	0.11	217.0932					Min_S_3		pos	Min_S	Min_Syn
123	17.39	0.11	217.0932					Min_S_4		pos	Min_S	Min_Syn
123	17.39	0.11	217.0932					MEBM_C_1		pos	MEBM_C	MEBM_Ctr
123	17.39	0.11	217.0932					MEBM_C_2		pos	MEBM_C	MEBM_Ctr
123	17.39	0.11	217.0932					MEBM_C_3		pos	MEBM_C	MEBM_Ctr
123	17.39	0.11	217.0932					MEBM_C_4		pos	MEBM_C	MEBM_Ctr
123	17.39	0.11	217.0932					MEBM_S_1		pos	MEBM_S	MEBM_Syn
123	17.39	0.11	217.0932					MEBM_S_2		pos	MEBM_S	MEBM_Syn
123	17.39	0.11	217.0932					MEBM_S_3		pos	MEBM_S	MEBM_Syn
123	17.39	0.11	217.0932					MEBM_S_4		pos	MEBM_S	MEBM_Syn
123	17.39	0.11	217.0932					YE_C_1		pos	YE_C	YE_Ctr
123	17.39	0.11	217.0932					YE_C_2		pos	YE_C	YE_Ctr
123	17.39	0.11	217.0932					YE_C_3		pos	YE_C	YE_Ctr
123	17.39	0.11	217.0932					YE_C_4		pos	YE_C	YE_Ctr
123	17.39	0.11	217.0932					YE_S_1		pos	YE_S	YE_Syn
123	17.39	0.11	217.0932					YE_S_2		pos	YE_S	YE_Syn
123	17.39	0.11	217.0932					YE_S_3		pos	YE_S	YE_Syn
123	17.39	0.11	217.0932					YE_S_4		pos	YE_S	YE_Syn
123	17.39	0.11	217.0932					SE_C_1	0	pos	SE_C	SE_Ctr
123	17.39	0.11	217.0932					SE_C_2	133	pos	SE_C	SE_Ctr
123	17.39	0.11	217.0932					SE_C_3	0	pos	SE_C	SE_Ctr
123	17.39	0.11	217.0932					SE_C_4	151	pos	SE_C	SE_Ctr
123	17.39	0.11	217.0932					SE_S_1	58080	pos	SE_S	SE_Syn
123	17.39	0.11	217.0932					SE_S_2	55051	pos	SE_S	SE_Syn
123	17.39	0.11	217.0932					SE_S_3	54978	pos	SE_S	SE_Syn
123	17.39	0.11	217.0932					SE_S_4	44645	pos	SE_S	SE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_C_1	1203	both	Min_C	Min_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_C_2	1147	both	Min_C	Min_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_C_3	675	both	Min_C	Min_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_C_4	897	both	Min_C	Min_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_S_1	1868	both	Min_S	Min_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_S_2	2089	both	Min_S	Min_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_S_3	2871	both	Min_S	Min_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	Min_S_4	6062	both	Min_S	Min_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_C_1	71838	both	MEBM_C	MEBM_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_C_2	62871	both	MEBM_C	MEBM_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_C_3	67045	both	MEBM_C	MEBM_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_C_4	61466	both	MEBM_C	MEBM_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_S_1	58784	both	MEBM_S	MEBM_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_S_2	92161	both	MEBM_S	MEBM_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_S_3	77950	both	MEBM_S	MEBM_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	MEBM_S_4	64318	both	MEBM_S	MEBM_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_C_1	395287	both	YE_C	YE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_C_2	316834	both	YE_C	YE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_C_3	338808	both	YE_C	YE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_C_4	453352	both	YE_C	YE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_S_1	301492	both	YE_S	YE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_S_2	294391	both	YE_S	YE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_S_3	261188	both	YE_S	YE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	YE_S_4	388504	both	YE_S	YE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_C_1	93703	both	SE_C	SE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_C_2	84572	both	SE_C	SE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_C_3	112365	both	SE_C	SE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_C_4	107858	both	SE_C	SE_Ctr
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_S_1	150512	both	SE_S	SE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_S_2	127660	both	SE_S	SE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_S_3	81156	both	SE_S	SE_Syn
124	17.43	0.06	182.08	180.0663	181.0732	C9H11NO3	Tyrosine	SE_S_4	76809	both	SE_S	SE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_C_1	10107	pos	Min_C	Min_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_C_2	606	pos	Min_C	Min_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_C_3	3698	pos	Min_C	Min_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_C_4	827	pos	Min_C	Min_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_S_1	12449	pos	Min_S	Min_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_S_2	3597	pos	Min_S	Min_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_S_3	9793	pos	Min_S	Min_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	Min_S_4	123	pos	Min_S	Min_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_C_1	1018828	pos	MEBM_C	MEBM_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_C_2	1119820	pos	MEBM_C	MEBM_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_C_3	2420695	pos	MEBM_C	MEBM_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_C_4	315527	pos	MEBM_C	MEBM_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_S_1	1263044	pos	MEBM_S	MEBM_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_S_2	452914	pos	MEBM_S	MEBM_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_S_3	2097758	pos	MEBM_S	MEBM_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	MEBM_S_4	655770	pos	MEBM_S	MEBM_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_C_1	70810	pos	YE_C	YE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_C_2	64859	pos	YE_C	YE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_C_3	46119	pos	YE_C	YE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_C_4	35903	pos	YE_C	YE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_S_1	214761	pos	YE_S	YE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_S_2	200116	pos	YE_S	YE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_S_3	145231	pos	YE_S	YE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	YE_S_4	262084	pos	YE_S	YE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_C_1	4256	pos	SE_C	SE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_C_2	5019	pos	SE_C	SE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_C_3	9388	pos	SE_C	SE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_C_4	12225	pos	SE_C	SE_Ctr
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_S_1	2944	pos	SE_S	SE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_S_2	8302	pos	SE_S	SE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_S_3	13503	pos	SE_S	SE_Syn
125	16.95	0.23	104.1077		103.1004	C5H13NO	(Choline)	SE_S_4	10272	pos	SE_S	SE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_C_1	0	both	Min_C	Min_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_C_2	296	both	Min_C	Min_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_C_3	743	both	Min_C	Min_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_C_4	2137	both	Min_C	Min_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_S_1	7012	both	Min_S	Min_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_S_2	8205	both	Min_S	Min_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_S_3	10506	both	Min_S	Min_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	Min_S_4	15361	both	Min_S	Min_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_C_1	148237	both	MEBM_C	MEBM_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_C_2	126349	both	MEBM_C	MEBM_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_C_3	150845	both	MEBM_C	MEBM_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_C_4	125048	both	MEBM_C	MEBM_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_S_1	118034	both	MEBM_S	MEBM_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_S_2	218142	both	MEBM_S	MEBM_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_S_3	127828	both	MEBM_S	MEBM_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	MEBM_S_4	114605	both	MEBM_S	MEBM_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_C_1	3455925	both	YE_C	YE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_C_2	2882964	both	YE_C	YE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_C_3	2837738	both	YE_C	YE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_C_4	3503524	both	YE_C	YE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_S_1	2707873	both	YE_S	YE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_S_2	2555600	both	YE_S	YE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_S_3	2330673	both	YE_S	YE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	YE_S_4	3662035	both	YE_S	YE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_C_1	1643	both	SE_C	SE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_C_2	3811	both	SE_C	SE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_C_3	2232	both	SE_C	SE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_C_4	2926	both	SE_C	SE_Ctr
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_S_1	63264	both	SE_S	SE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_S_2	54889	both	SE_S	SE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_S_3	50862	both	SE_S	SE_Syn
126	17.35	0.17	118.087	152.048	117.0797	C5H11NO2	Betaine	SE_S_4	33997	both	SE_S	SE_Syn
127	17.66	0.02	313.0544	289.0706				Min_C_1		both	Min_C	Min_Ctr
127	17.66	0.02	313.0544	289.0706				Min_C_2		both	Min_C	Min_Ctr
127	17.66	0.02	313.0544	289.0706				Min_C_3		both	Min_C	Min_Ctr
127	17.66	0.02	313.0544	289.0706				Min_C_4		both	Min_C	Min_Ctr
127	17.66	0.02	313.0544	289.0706				Min_S_1		both	Min_S	Min_Syn
127	17.66	0.02	313.0544	289.0706				Min_S_2		both	Min_S	Min_Syn
127	17.66	0.02	313.0544	289.0706				Min_S_3		both	Min_S	Min_Syn
127	17.66	0.02	313.0544	289.0706				Min_S_4		both	Min_S	Min_Syn
127	17.66	0.02	313.0544	289.0706				MEBM_C_1		both	MEBM_C	MEBM_Ctr
127	17.66	0.02	313.0544	289.0706				MEBM_C_2		both	MEBM_C	MEBM_Ctr
127	17.66	0.02	313.0544	289.0706				MEBM_C_3		both	MEBM_C	MEBM_Ctr
127	17.66	0.02	313.0544	289.0706				MEBM_C_4		both	MEBM_C	MEBM_Ctr
127	17.66	0.02	313.0544	289.0706				MEBM_S_1		both	MEBM_S	MEBM_Syn
127	17.66	0.02	313.0544	289.0706				MEBM_S_2		both	MEBM_S	MEBM_Syn
127	17.66	0.02	313.0544	289.0706				MEBM_S_3		both	MEBM_S	MEBM_Syn
127	17.66	0.02	313.0544	289.0706				MEBM_S_4		both	MEBM_S	MEBM_Syn
127	17.66	0.02	313.0544	289.0706				YE_C_1		both	YE_C	YE_Ctr
127	17.66	0.02	313.0544	289.0706				YE_C_2		both	YE_C	YE_Ctr
127	17.66	0.02	313.0544	289.0706				YE_C_3		both	YE_C	YE_Ctr
127	17.66	0.02	313.0544	289.0706				YE_C_4		both	YE_C	YE_Ctr
127	17.66	0.02	313.0544	289.0706				YE_S_1		both	YE_S	YE_Syn
127	17.66	0.02	313.0544	289.0706				YE_S_2		both	YE_S	YE_Syn
127	17.66	0.02	313.0544	289.0706				YE_S_3		both	YE_S	YE_Syn
127	17.66	0.02	313.0544	289.0706				YE_S_4		both	YE_S	YE_Syn
127	17.66	0.02	313.0544	289.0706				SE_C_1	89461	both	SE_C	SE_Ctr
127	17.66	0.02	313.0544	289.0706				SE_C_2	67553	both	SE_C	SE_Ctr
127	17.66	0.02	313.0544	289.0706				SE_C_3	90647	both	SE_C	SE_Ctr
127	17.66	0.02	313.0544	289.0706				SE_C_4	83372	both	SE_C	SE_Ctr
127	17.66	0.02	313.0544	289.0706				SE_S_1	102996	both	SE_S	SE_Syn
127	17.66	0.02	313.0544	289.0706				SE_S_2	88403	both	SE_S	SE_Syn
127	17.66	0.02	313.0544	289.0706				SE_S_3	52084	both	SE_S	SE_Syn
127	17.66	0.02	313.0544	289.0706				SE_S_4	54842	both	SE_S	SE_Syn
128	17.64	0.07	292.021	215.0334				Min_C_1		both	Min_C	Min_Ctr
128	17.64	0.07	292.021	215.0334				Min_C_2		both	Min_C	Min_Ctr
128	17.64	0.07	292.021	215.0334				Min_C_3		both	Min_C	Min_Ctr
128	17.64	0.07	292.021	215.0334				Min_C_4		both	Min_C	Min_Ctr
128	17.64	0.07	292.021	215.0334				Min_S_1		both	Min_S	Min_Syn
128	17.64	0.07	292.021	215.0334				Min_S_2		both	Min_S	Min_Syn
128	17.64	0.07	292.021	215.0334				Min_S_3		both	Min_S	Min_Syn
128	17.64	0.07	292.021	215.0334				Min_S_4		both	Min_S	Min_Syn
128	17.64	0.07	292.021	215.0334				MEBM_C_1	1782696	both	MEBM_C	MEBM_Ctr
128	17.64	0.07	292.021	215.0334				MEBM_C_2	1370537	both	MEBM_C	MEBM_Ctr
128	17.64	0.07	292.021	215.0334				MEBM_C_3	1529652	both	MEBM_C	MEBM_Ctr
128	17.64	0.07	292.021	215.0334				MEBM_C_4	1494368	both	MEBM_C	MEBM_Ctr
128	17.64	0.07	292.021	215.0334				MEBM_S_1	1304102	both	MEBM_S	MEBM_Syn
128	17.64	0.07	292.021	215.0334				MEBM_S_2	1814815	both	MEBM_S	MEBM_Syn
128	17.64	0.07	292.021	215.0334				MEBM_S_3	1544274	both	MEBM_S	MEBM_Syn
128	17.64	0.07	292.021	215.0334				MEBM_S_4	1436181	both	MEBM_S	MEBM_Syn
128	17.64	0.07	292.021	215.0334				YE_C_1	44115	both	YE_C	YE_Ctr
128	17.64	0.07	292.021	215.0334				YE_C_2	25146	both	YE_C	YE_Ctr
128	17.64	0.07	292.021	215.0334				YE_C_3	31904	both	YE_C	YE_Ctr
128	17.64	0.07	292.021	215.0334				YE_C_4	43012	both	YE_C	YE_Ctr
128	17.64	0.07	292.021	215.0334				YE_S_1	24820	both	YE_S	YE_Syn
128	17.64	0.07	292.021	215.0334				YE_S_2	22055	both	YE_S	YE_Syn
